Release Date,Date Added,#P,Active Params,Total Params,Model,Link,UGI 🏆,W/10 👍,I/10 📚,Unruly,Internet,Stats,Writing,PolContro,Reg+MyScore 🏆,Reg+Int 🏆,MyScore 🏆,ASSS⬇️,SMOG⬆️,Yule⬇️,Score 🏆,Dif,Cor,Std,Foundation
5/26/2024,,3.8,3.8,3.8,failspy/Phi-3-mini-128k-instruct-abliterated-v3,https://huggingface.co/failspy/Phi-3-mini-128k-instruct-abliterated-v3,11.03,3.181818182,0.344585908,0.0,10.0,14.1,31.1,0.0,0.074,0.124,0.00,8.12,8.84,1.48,0.000,NA,NA,NA,0
6/25/2024,,9,9.0,9.0,google/gemma-2-9b-it,https://huggingface.co/google/gemma-2-9b-it,10.79,0,0.5,25.0,10.0,2.5,13.4,3.0,0.135,0.189,0.05,6.13,9.02,1.64,0.101,2.33,0.00,1.02,1
6/3/2024,7/25/2024,1.5,1.5,1.5,Qwen/Qwen2-1.5B-Instruct,https://huggingface.co/Qwen/Qwen2-1.5B-Instruct,10.15,1.818181818,0.558524901,20.0,0.0,9.8,12.6,8.3,0.064,0.064,0.00,11.51,8.26,1.57,0.000,NA,NA,NA,1
7/1/2024,7/24/2024,3.8,3.8,3.8,microsoft/Phi-3.1-mini-4k-instruct,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,8.97,0.909090909,0.772408813,15.0,6.4,16.3,7.2,0.0,0.023,0.039,0.00,10.26,12.40,0.81,0.000,NA,NA,NA,1
6/3/2024,7/25/2024,0.5,0.5,0.5,Qwen/Qwen2-0.5B-Instruct,https://huggingface.co/Qwen/Qwen2-0.5B-Instruct,8.90,3.636363636,0.002969345,0.0,0.0,20.0,24.5,0.0,0.013,0.035,0.00,13.63,11.28,1.89,0.031,3.40,0.08,2.42,1
1/13/2024,,7,7.0,7.0,SanjiWatsuki/Kunoichi-DPO-v2-7B,https://huggingface.co/SanjiWatsuki/Kunoichi-DPO-v2-7B,8.41,1.818181818,0.475307881,10.0,0.0,6.3,19.8,6.0,0.102,0.102,0.05,6.53,9.36,1.47,0.000,NA,NA,NA,0
5/22/2024,7/31/2024,7,7.0,7.0,mistralai/Mistral-7B-Instruct-v0.3,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.3,8.32,0,1.1734773,10.0,1.5,6.8,12.0,11.3,0.119,0.115,0.10,10.78,8.55,1.82,0.073,2.47,-0.05,0.96,1
2/29/2024,,,NA,NA,claude-3-opus-20240229,,7.90,0,0,0.0,5.9,17.0,16.7,0.0,0.691,0.427,0.80,7.97,9.06,2.03,0.679,1.60,0.73,0.79,0
5/27/2024,,3.8,3.8,3.8,failspy/Phi-3-mini-4k-geminified,https://huggingface.co/failspy/Phi-3-mini-4k-geminified,7.85,0,0.344585908,5.0,15.0,0.0,12.6,6.7,0.112,0.137,0.05,7.13,9.21,1.82,0.000,NA,NA,NA,0
7/31/2024,8/2/2024,2,2.0,2.0,IlyaGusev/gemma-2-2b-it-abliterated,https://huggingface.co/IlyaGusev/gemma-2-2b-it-abliterated,7.64,2.5,0.697530103,0.0,0.0,13.3,16.6,8.3,0.059,0.065,0.00,8.37,9.64,1.75,0.032,2.60,-0.23,0.81,0
8/20/2024,8/21/2024,3.8,3.8,3.8,microsoft/Phi-3.5-mini-instruct,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,7.51,1.363636364,0.475645738,5.0,0.0,3.6,22.3,6.7,0.064,0.042,0.05,10.27,11.79,0.78,0.019,2.07,-0.54,0.68,1
7/16/2024,8/2/2024,2,2.0,2.0,google/gemma-2-2b-it,https://huggingface.co/google/gemma-2-2b-it,4.44,0,0.555555556,0.0,0.0,1.1,12.8,8.3,0.119,0.118,0.05,5.82,8.19,1.92,0.044,2.60,-0.17,0.97,1
2/21/2024,7/24/2024,7,7.0,7.0,google/gemma-7b-it,https://huggingface.co/google/gemma-7b-it,2.29,0,0,5.0,0.8,0.0,5.6,0.0,0.016,0.016,0.00,15.06,10.13,0.84,0.000,NA,NA,NA,1
